ID,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
143,19 Minyon Circuit,Atwell,635000,4,2,2,775,263,1999,19800,Cockburn Central Station,646,"06-2018",6164,-32.12978,115.86253,ATWELL COLLEGE,1.584216216,129
144,9B Longfield Road,Maddington,240000,3,1,1,480,112,1978,16800,Madding,917,"09-2019",6109,-32.05195,115.99179,ST FRANCIS' SCHOOL,0.95842554,
145,2/96 North Beach Road,North Beach,840000,4,2,2,468,170,1997,13700,Warwick Station,3600,"03-2016",6020,-31.86073,115.76267,CARINE SENIOR HIGH SCHOOL,1.513201236,47
146,30 Crabtree Way,Medina,395000,4,1,2,728,135,1953,31500,Kwinana Station,3300,"04-2015",6167,-32.23172,115.80735,GILMORE COLLEGE,1.010868666,138
147,6 Vivian Way,Boya,585000,3,1,2,2025,142,1989,18900,Midland Station,5800,"02-2015",6056,-31.92046,116.0563,TREETOPS MONTESSORI SCHOOL,1.693380759,
148,11 Zuvela Court,Murdoch,810000,4,2,2,821,264,1989,12400,Murdoch Station,1600,"11-2010",6150,-32.06169,115.83496,CORPUS CHRISTI COLLEGE,0.913017043,28
149,7 Wenstead Place,Stratton,300000,3,1,1,546,112,,19500,Midland Station,4500,"12-2020",6056,-31.86587,116.03815,SWAN VIEW SENIOR HIGH SCHOOL,2.473595287,
150,18 Mustang Drive,Henley Brook,440000,4,2,2,544,168,2001,20400,East Guildford Station,11100,"08-2013",6055,-31.79688,115.97353,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.161784536,53
151,44 Bolingbroke Street,Spearwood,532000,3,1,2,702,114,1970,17700,Fremantle Station,6100,"02-2018",6163,-32.09734,115.78189,PORT SCHOOL,1.630440805,
152,3 Serissa Lane,Stirling,800000,4,2,2,500,200,2003,8400,Stirling Station,1500,"08-2018",6021,-31.88571,115.81666,BALCATTA SENIOR HIGH SCHOOL,1.208071213,135
153,6 Kinship Way,Atwell,830000,4,2,4,944,369,2004,22500,Cockburn Central Station,3200,"12-2020",6164,-32.153934,115.8632376,ATWELL COLLEGE,1.11305426,129
154,16 Lawley Street,North Beach,1150000,3,2,2,212,210,2001,14700,Warwick Station,4200,"05-2016",6020,-31.8547212,115.753867,CARINE SENIOR HIGH SCHOOL,2.085557339,47
155,18 Lindsay Way,Padbury,540000,4,2,2,724,191,,18500,Whitfords Station,2300,"09-2020",6025,-31.80831,115.7608,DUNCRAIG SENIOR HIGH SCHOOL,1.626290912,32
156,5 Vista Grove,Mount Nasura,630000,4,2,6,2688,291,1984,26200,Sherwood Station,1800,"07-2019",6112,-32.13868446,116.0290771,SOWILO COMMUNITY HIGH SCHOOL,2.003305462,
157,23 Grade Road,Kelmscott,750000,6,3,6,2231,307,1988,24800,Kelmscott Station,2000,"06-2019",6111,-32.11913,116.03304,KELMSCOTT SENIOR HIGH SCHOOL,2.087607383,113
158,25 Lewis Road,Serpentine,635000,3,2,2,8615,146,,47000,Armadale Station,22800,"02-2017",6125,-32.35807356,115.9974577,COURT GRAMMAR SCHOOL,9.851530389,
159,22 Winthrop Drive,Winthrop,750000,4,2,2,735,236,1992,11200,Bull Creek Station,2800,"01-2017",6150,-32.04845,115.82498,MELVILLE SENIOR HIGH SCHOOL,1.855525793,61
160,12 Birchwood Court,South Lake,376000,4,2,2,508,130,2003,18200,Cockburn Central Station,2000,"03-2019",6164,-32.11491,115.84137,LAKELAND SENIOR HIGH SCHOOL,0.779330074,
161,6 Strauss Boulevard,Tapping,540000,4,2,2,617,245,2006,26600,Currambine Station,4500,"03-2019",6065,-31.71921752,115.7978616,JOSEPH BANKS SECONDARY COLLEGE,2.288199617,92
162,34 Keirnan Street,Mundijong,250000,3,1,2,2457,179,1953,38800,Armadale Station,14800,"10-2017",6123,-32.2826305,115.985798,COURT GRAMMAR SCHOOL,1.532238713,
163,60 Lockwood Street,Yokine,748000,4,2,2,330,238,2013,5600,Glendalough Station,2600,"04-2020",6060,-31.90290294,115.8466274,SERVITE COLLEGE,1.226433503,65
164,21 Corton Approach,Wellard,265000,3,2,,267,105,2015,35100,Wellard Station,277,"07-2019",6170,-32.26586045,115.8181673,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.020956175,
165,601 Burns Beach Road,Iluka,1500000,5,3,,906,370,2001,27000,Currambine Station,3000,"04-2020",6028,-31.73895,115.72386,PRENDIVILLE CATHOLIC COLLEGE,2.302831491,60
166,144 Southern Cross Circle,Ocean Reef,875000,4,2,2,917,256,1995,24900,Joondalup Station,3400,"06-2017",6027,-31.75542,115.73385,PRENDIVILLE CATHOLIC COLLEGE,0.557859879,60
167,14 Birdwood Road,Melville,950000,5,2,3,969,265,1955,10600,North Fremantle Station,4700,"07-2020",6156,-32.03454,115.80181,MELVILLE SENIOR HIGH SCHOOL,1.35381853,61
168,55 Whitecliffe Square,Iluka,740000,4,2,2,726,249,1995,26600,Currambine Station,2100,"06-2016",6028,-31.7377,115.73397,PRENDIVILLE CATHOLIC COLLEGE,1.964884267,60
169,35 Allamanda Gate,Helena Valley,497000,4,2,2,457,171,2014,16400,Midland Station,3300,"10-2017",6056,-31.91252841,116.0256543,YOUTH FUTURES COMMUNITY SCHOOL,2.878470662,
170,9 Arthog Street,Butler,625000,5,2,2,608,265,2007,37900,Butler Station,905,"02-2019",6036,-31.641874,115.69439,BUTLER COLLEGE,1.73837912,39
171,26C Victoria Way,Osborne Park,450000,3,2,2,238,93,2005,7200,Stirling Station,1900,"10-2017",6017,-31.8942,115.8248,SERVITE COLLEGE,1.261715564,65
172,206 Ninth Avenue,Inglewood,940000,3,2,1,712,161,1940,4300,Maylands Station,1200,"05-2020",6052,-31.9196,115.88353,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.313493781,20
173,15 Fluyt Way,Landsdale,520000,4,2,2,552,167,2010,15100,Greenwood Station,6800,"11-2020",6065,-31.81693175,115.8551893,ASHDALE SECONDARY COLLEGE,1.422693751,75
174,23B Bushby Street,Midvale,252500,2,1,1,473,94,1950,16900,Midland Station,2100,"01-2013",6056,-31.89173,116.02284,YOUTH FUTURES COMMUNITY SCHOOL,1.525676874,
175,24 Sowden Drive,Samson,527000,4,2,1,771,155,1988,14400,Murdoch Station,5400,"05-2011",6163,-32.06916931,115.7937842,SETON CATHOLIC COLLEGE,0.394125968,91
176,17 Connell Way,Girrawheen,269000,3,1,1,692,83,1975,12800,Warwick Station,5200,"09-2020",6064,-31.83741,115.85051,GIRRAWHEEN SENIOR HIGH SCHOOL,0.822803225,
177,2 Millstream Grove,Ellenbrook,335000,4,2,2,844,148,1997,20500,Guildford Station,11900,"04-2020",6069,-31.79191,115.96579,ELLENBROOK SECONDARY COLLEGE,0.72176234,119
178,20 Hollingsworth Avenue,Koondoola,156000,3,1,3,703,85,1976,12100,Warwick Station,6100,"07-2015",6064,-31.84387,115.86061,MERCY COLLEGE,0.474125059,46
179,142 Jersey Street,Jolimont,1625000,4,3,3,398,302,2006,4600,Daglish Station,1100,"06-2018",6014,-31.94259782,115.8119238,SHENTON COLLEGE,2.080058278,14
180,9 Cygnet Street,Kallaroo,610000,3,2,2,689,101,1971,20500,Whitfords Station,2900,"08-2018",6025,-31.79166797,115.7534243,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.253162009,58
181,43 Barradine Way,Craigie,350000,4,1,1,683,165,1974,21200,Edgewater Station,2400,"10-2018",6025,-31.78287,115.75618,BELRIDGE SECONDARY COLLEGE,1.538327618,102
182,16 Rene Road,Dalkeith,2039000,4,2,2,1012,292,1988,7000,Karrakatta Station,3000,"08-2015",6009,-31.99428,115.8043,CHRIST CHURCH GRAMMAR SCHOOL,2.757087961,3
183,6 Sachem Bend,Piara Waters,420000,3,2,2,390,147,2009,20300,Cockburn Central Station,6000,"04-2020",6112,-32.12636036,115.9221371,CAREY BAPTIST COLLEGE,2.072038131,62
184,18 Willow Bank Entrance,Gwelup,1000000,4,2,2,651,257,2001,11300,Warwick Station,2600,"03-2020",6018,-31.86804,115.79287,BALCATTA SENIOR HIGH SCHOOL,2.010092999,135
185,5 Chambered Way,Jindalee,510000,4,2,2,375,184,2014,38700,Butler Station,1100,"02-2016",6036,-31.63584079,115.6883697,BUTLER COLLEGE,2.608436222,39
186,29 Anitra Court,Coogee,975000,4,2,4,781,280,1990,20200,Fremantle Station,7600,"08-2017",6166,-32.11709,115.77047,PORT SCHOOL,3.861779648,
187,86 Princeton Circuit,Aubin Grove,565000,4,2,,579,200,,23500,Cockburn Central Station,4300,"08-2017",6164,-32.163493,115.858959,ATWELL COLLEGE,2.227233511,129
188,3 Sawley Close,Golden Bay,680000,4,2,4,2223,236,2001,53200,Warnbro Station,10800,"12-2017",6174,-32.42394,115.76807,COMET BAY COLLEGE,1.022433079,35
189,19/15 Scaphella Avenue,Mullaloo,460000,3,1,2,200,100,1986,22100,Edgewater Station,3300,"06-2016",6027,-31.77928516,115.7441699,BELRIDGE SECONDARY COLLEGE,2.051869187,102
190,19 Coneflower Corner,Churchlands,895000,3,2,2,207,134,,7100,Glendalough Station,3100,"05-2015",6018,-31.92326211,115.7916364,NEWMAN COLLEGE,0.404249754,44
191,10B Spinaway Crescent,Brentwood,750000,2,1,1,438,84,1980,10300,Bull Creek Station,497,"09-2014",6153,-32.044678,115.858695,ALL SAINTS' COLLEGE,0.94898601,21
192,20 Watling Avenue,Lynwood,290000,3,1,2,358,86,1975,12400,Thornlie Station,2100,"03-2017",6147,-32.0460453,115.9304804,LANGFORD ISLAMIC COLLEGE,0.629599116,85
193,6 Witney Close,High Wycombe,475000,4,2,2,589,216,2008,14400,Midland Station,4600,"08-2019",6057,-31.93247,116.009659,YOUTH FUTURES COMMUNITY SCHOOL,4.480969999,
194,32 Walter Padbury Boulevard,Padbury,600000,3,2,2,543,199,1994,17000,Greenwood Station,787,"06-2019",6025,-31.81685,115.77487,ST STEPHEN'S SCHOOL,0.60860324,31
195,14 Ford Street,Woodbridge,630000,2,2,2,486,121,,14500,Woodbridge Station,210,"08-2010",6056,-31.88987,115.99336,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.442433493,130
196,70 Tokara Avenue,Henley Brook,405000,4,2,2,608,157,2003,20100,East Guildford Station,10500,"07-2012",6055,-31.80199,115.97625,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.216477266,53
197,7 Best Street,Bassendean,519000,3,1,1,810,155,1971,9300,Bassendean Station,1200,"04-2019",6054,-31.91471,115.94714,CYRIL JACKSON SENIOR CAMPUS,0.484731081,
198,33 Tonkin Street,Mundijong,420000,4,1,2,1813,246,1920,38800,Armadale Station,14800,"07-2020",6123,-32.28565503,115.9846861,COURT GRAMMAR SCHOOL,1.884278784,
199,12 Chatsworth Road,Highgate,815000,3,1,1,316,107,1920,1800,East Perth Station,1000,"06-2017",6003,-31.93869,115.86846,PERTH COLLEGE,1.066433716,9
200,6 Parish Lane,Churchlands,1650000,4,5,2,600,458,2005,7100,Glendalough Station,2400,"07-2016",6018,-31.91615,115.79737,CHURCHLANDS SENIOR HIGH SCHOOL,0.708198783,22
201,4 Bow Place,Mullaloo,890000,4,2,2,717,161,1988,23000,Edgewater Station,3700,"04-2016",6027,-31.77252,115.73904,OCEAN REEF SENIOR HIGH SCHOOL,1.52627149,83
202,3 Triandra Drive,Helena Valley,679000,4,2,2,600,211,2015,17100,Midland Station,4300,"01-2017",6056,-31.91689718,116.0348896,SWAN VIEW SENIOR HIGH SCHOOL,3.391456685,
203,4 Yaringa Street,Golden Bay,320000,3,1,4,857,95,1977,54200,Mandurah Station,10800,"07-2017",6174,-32.43109,115.75674,COMET BAY COLLEGE,1.798844064,35
204,69 Carawatha Avenue,Mount Nasura,685000,5,2,2,1810,281,1990,26000,Sherwood Station,1400,"11-2020",6112,-32.13807,116.02522,SOWILO COMMUNITY HIGH SCHOOL,1.647883938,
205,4 Peters Way,Bibra Lake,585000,4,2,4,700,170,1980,15400,Murdoch Station,2700,"07-2020",6163,-32.08966,115.84152,KENNEDY BAPTIST COLLEGE,2.130921774,12
206,31 Elstree Avenue,Menora,1760000,4,2,2,1260,298,1955,3900,Perth Station,3800,"01-2010",6050,-31.91711,115.85775,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.221739987,20
207,130 Penguin Road,Safety Bay,687500,4,2,2,886,120,1960,41300,Rockingham Station,4300,"02-2019",6169,-32.30397,115.71822,SAFETY BAY SENIOR HIGH SCHOOL,2.139629479,136
208,460 Homestead Road,Mahogany Creek,140000,3,2,2,5963,225,1910,26700,Midland Station,12800,"04-1991",6072,-31.90388214,116.1354239,HELENA COLLEGE,4.172316059,78
209,6 Domain Court,Greenmount,405000,4,1,2,870,158,1989,18200,Midland Station,3700,"07-2018",6056,-31.89648048,116.0398761,SWAN VIEW SENIOR HIGH SCHOOL,1.086068759,
210,143 Waratah Avenue,Dalkeith,1800000,3,2,3,1164,253,1980,7900,Loch Street Station,2500,"04-2016",6009,-31.99444,115.79125,CHRIST CHURCH GRAMMAR SCHOOL,1.67570525,3
211,41 Chartwell Bend,Hocking,465000,4,2,2,594,183,2002,20200,Edgewater Station,3600,"01-2017",6065,-31.77393,115.81613,ALTA-1,1.300234512,
212,3 Spoonbill Pass,Bennett Springs,485000,4,2,2,634,182,2000,13300,Bassendean Station,5000,"11-2014",6063,-31.858663,115.9463718,KIARA COLLEGE,2.345272,
213,18A Raymond Street,Mount Pleasant,742000,3,2,2,416,125,1990,7900,Canning Bridge Station,1800,"05-2018",6153,-32.02228612,115.8443526,APPLECROSS SENIOR HIGH SCHOOL,1.176802685,34
214,25 Edmiston Way,Winthrop,912500,4,2,2,703,245,1989,12000,Murdoch Station,2000,"04-2018",6150,-32.05737,115.83212,CORPUS CHRISTI COLLEGE,1.017601794,28
215,56 Hardey East Road,Wattle Grove,465000,4,2,2,550,139,2002,13000,Madding,6300,"03-2018",6107,-31.99277,115.98806,DARLING RANGE SPORTS COLLEGE,2.872036347,137
216,9 Irwin Road,Embleton,435000,3,1,3,810,100,1988,7500,Bayswater Station,1800,"12-2020",6062,-31.90233843,115.9119962,JOHN FORREST SECONDARY COLLEGE,1.068198607,74
217,50A Teague Street,Victoria Park,710000,4,3,2,200,140,2013,4700,Vic,256,"10-2018",6100,-31.97368974,115.9012314,URSULA FRAYNE CATHOLIC COLLEGE,0.221975285,41
218,2135 Stoneleigh Road,Stoneville,875000,3,2,3,20926,168,,32300,Midland Station,18100,"09-2012",6081,-31.88159536,116.1758341,MUNDARING CHRISTIAN COLLEGE,1.947494091,
219,27 Centenary Drive,Gidgegannup,940000,4,2,,20095,269,2000,30100,Midland Station,15100,"04-2015",6083,-31.835728,116.145919,MUNDARING CHRISTIAN COLLEGE,7.718912194,
220,132 Willespie Drive,Pearsall,417000,3,2,3,255,108,2011,19400,Edgewater Station,3800,"05-2016",6065,-31.78145329,115.8177841,ALTA-1,0.607205832,
221,6 Cassatt Street,Ashby,535000,4,2,2,613,160,2003,25000,Joondalup Station,3100,"03-2015",6065,-31.73379,115.79716,WANNEROO SECONDARY COLLEGE,3.17302492,131
222,32 Park Road,Midvale,408000,4,2,4,703,180,1991,18100,Midland Station,3300,"04-2013",6056,-31.88886,116.03525,SWAN VIEW SENIOR HIGH SCHOOL,0.871541324,
223,13 Vitis Chase,Ashby,265000,4,2,2,246,113,2015,25400,Joondalup Station,3800,"03-2014",6065,-31.72903145,115.8031703,WANNEROO SECONDARY COLLEGE,3.402146962,131
224,17 Ragley Way,The Vines,500000,4,2,2,730,233,2015,25100,Woodbridge Station,15000,"06-2019",6069,-31.75714284,115.9927719,HOLY CROSS COLLEGE,2.521363179,98
225,29A Dargin Place,Greenwood,365000,3,1,1,1182,90,1980,14400,Warwick Station,2600,"06-2018",6024,-31.82799,115.81613,WARWICK SENIOR HIGH SCHOOL,1.190373622,
226,33 Robinson Street,Inglewood,587500,3,1,2,353,122,1952,4900,Maylands Station,1500,"09-2019",6052,-31.91518121,115.8868198,CHISHOLM CATHOLIC COLLEGE,1.360394611,29
227,3 Schacht Court,Myaree,685000,3,1,1,788,151,1963,10200,Bull Creek Station,3400,"11-2015",6154,-32.03795,115.8197,MELVILLE SENIOR HIGH SCHOOL,1.633165185,61
228,17 Gamage Way,Lockridge,388000,3,1,1,350,92,1998,11400,Success Hill Station,1500,"01-2015",6054,-31.88662,115.95203,KIARA COLLEGE,1.896682995,
229,2/249 Pearson Street,Woodlands,495000,3,2,2,195,106,2006,7400,Stirling Station,2200,"12-2015",6018,-31.91279263,115.795335,CHURCHLANDS SENIOR HIGH SCHOOL,0.710545402,22
230,10 St Pierre Circuit,Currambine,651000,4,2,2,780,205,1995,26200,Currambine Station,1200,"07-2017",6028,-31.73531,115.74972,LAKE JOONDALUP BAPTIST COLLEGE,1.13275075,80
231,1890 McDowell Loop,Parkerville,852000,4,2,6,20001,201,2001,27900,Midland Station,13000,"08-2020",6081,-31.85958,116.13265,MUNDARING CHRISTIAN COLLEGE,6.257655514,
232,9 Mainsail Terrace,Yangebup,780000,4,2,2,605,314,2004,19700,Cockburn Central Station,4800,"07-2018",6164,-32.12407,115.80692,DIVINE MERCY COLLEGE,1.720487699,
233,45 Evening Peal Court,Darling Downs,965000,4,2,4,21135,155,1987,29900,Armadale Station,5100,"12-2014",6122,-32.19574,115.99168,BYFORD SECONDARY COLLEGE,3.226234956,116
234,38 Quinns Road,Mindarie,500000,4,2,2,571,231,2001,34200,Butler Station,4600,"03-2019",6030,-31.67661,115.70015,MINDARIE SENIOR COLLEGE,0.559959537,111
235,7A Melaleuca Drive,Greenwood,332000,2,1,1,1080,82,1976,15400,Greenwood Station,1400,"02-2019",6024,-31.82536,115.79473,GREENWOOD COLLEGE,0.327149835,86
236,17 Mallee Way,Gwelup,900000,5,3,2,420,258,2002,11200,Warwick Station,2700,"01-2017",6018,-31.86913,115.79244,BALCATTA SENIOR HIGH SCHOOL,2.000942881,135
237,22 Parkfield Boulevard,Bertram,370000,4,2,2,564,153,2001,33100,Kwinana Station,1600,"11-2017",6167,-32.24923,115.8452,THE KING'S COLLEGE,0.81410628,
238,42 Carvie Street,Hillman,285000,3,1,1,699,101,1973,38300,Rockingham Station,410,"01-2016",6168,-32.28677,115.76299,KOLBE CATHOLIC COLLEGE,1.135981069,97
239,28A Pembroke Street,Bicton,1260000,4,2,2,505,213,2008,10700,North Fremantle Station,3400,"07-2018",6157,-32.02680945,115.7881999,SANTA MARIA COLLEGE,1.160941932,10
240,6 Chestnut Street,Guildford,575000,3,2,1,357,170,1998,13100,East Guildford Station,272,"03-2013",6055,-31.89782,115.98235,GUILDFORD GRAMMAR SCHOOL,0.423110119,52
241,3 Two Rocks Road,Two Rocks,440000,3,2,6,809,233,1972,56400,Butler Station,18300,"11-2017",6037,-31.50091,115.58873,YANCHEP SECONDARY COLLEGE,7.736523647,
242,34 East Street,Guildford,540000,3,2,2,658,174,1996,13100,East Guildford Station,312,"07-2018",6055,-31.89836,115.98233,GUILDFORD GRAMMAR SCHOOL,0.482733113,52
243,19 Whitcombe Way,Alexander Heights,461000,3,2,2,697,135,1990,14100,Warwick Station,7200,"09-2016",6064,-31.82546,115.8693,LANDSDALE CHRISTIAN SCHOOL,2.086451541,
244,40 Kowin Court,Cardup,865000,4,2,2,21122,214,2004,33200,Kwinana Station,10500,"07-2013",6122,-32.23969207,115.9542177,COURT GRAMMAR SCHOOL,4.823319417,
245,28 Coldwells Street,Bicton,780000,3,1,1,491,131,1963,10600,North Fremantle Station,3500,"11-2017",6157,-32.02562544,115.7882246,SANTA MARIA COLLEGE,1.059097993,10
246,199B Reynolds Road,Mount Pleasant,1223000,4,3,2,376,333,2010,9300,Bull Creek Station,1400,"07-2019",6153,-32.03549,115.848172,APPLECROSS SENIOR HIGH SCHOOL,1.408603656,34
247,23 Salzburg Way,Wanneroo,557000,4,2,4,521,200,2010,21400,Edgewater Station,4400,"11-2020",6065,-31.76189922,115.8240287,WANNEROO SECONDARY COLLEGE,0.952861215,131
248,223 Oxley Road,Forrestdale,1333000,4,2,2,29527,307,2006,24400,Cockburn Central Station,7000,"12-2016",6112,-32.16653707,115.9138483,ATWELL COLLEGE,5.311668884,129
249,16 Langston Close,Port Kennedy,285000,4,2,2,518,156,2004,47800,Warnbro Station,5300,"04-2018",6172,-32.371869,115.751523,WARNBRO COMMUNITY HIGH SCHOOL,3.010620017,
250,31 Callosa Crescent,Alkimos,528000,4,2,2,540,232,2012,39200,Butler Station,990,"08-2018",6038,-31.63066842,115.6912538,BUTLER COLLEGE,2.860631925,39
251,8 Cestrum Rise,South Lake,430000,4,2,2,745,204,1996,16700,Cockburn Central Station,2800,"05-2020",6164,-32.10197,115.84676,LAKELAND SENIOR HIGH SCHOOL,0.792102623,
252,92 Scott Street,Boya,359000,3,1,2,2023,111,1975,18500,Midland Station,5100,"11-2018",6056,-31.91326407,116.0488185,TREETOPS MONTESSORI SCHOOL,2.514114863,
253,17 Wangoola Terrace,Mount Nasura,430000,3,1,3,700,129,1977,26600,Armadale Station,1200,"08-2015",6112,-32.14735198,116.0224993,JOHN CALVIN CHRISTIAN COLLEGE,1.505228754,56
254,399 Sydenham Street,Belmont,444000,4,1,1,768,115,1963,8200,Ashfield Station,4200,"02-2017",6104,-31.95004048,115.9452929,BELMONT CITY COLLEGE,1.421041705,57
255,29 Turnatt Way,Wanneroo,310000,4,2,2,1228,114,1989,22700,Joondalup Station,4300,"03-2019",6065,-31.75164,115.81171,WANNEROO SECONDARY COLLEGE,0.765535574,131
256,13 Darter Way,Maida Vale,760000,4,2,2,2007,203,2002,14800,Midland Station,7300,"12-2015",6057,-31.95613,116.01585,DARLING RANGE SPORTS COLLEGE,2.22284089,137
257,16 Kimberley Way,Parkwood,575000,5,3,2,700,217,,12200,Thornlie Station,3200,"03-2018",6147,-32.04999,115.91833,LYNWOOD SENIOR HIGH SCHOOL,0.922468083,96
258,6 Selsfield Place,Balga,350000,4,1,1,728,101,1970,10300,Warwick Station,4300,"05-2018",6061,-31.86167,115.83772,BALGA SENIOR HIGH SCHOOL,1.417236286,
259,15 Benjamin Crescent,Tapping,480000,4,2,2,623,240,2007,25900,Currambine Station,5100,"05-2017",6065,-31.72378645,115.8048296,JOSEPH BANKS SECONDARY COLLEGE,2.89998486,92
260,11 Keanefield Drive,Carramar,600000,4,2,2,601,236,2006,28000,Currambine Station,4500,"05-2019",6031,-31.707032,115.7933,JOSEPH BANKS SECONDARY COLLEGE,0.980426909,92
261,30 O'Sullivan Drive,Camillo,285000,3,1,1,922,86,1971,22300,Kelmscott Station,1200,"09-2015",6111,-32.11283604,116.0003096,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.147306939,40
262,243 William Street,Herne Hill,1200000,5,2,8,40463,240,1984,23400,Midland Station,9200,"05-2011",6056,-31.82134,116.05212,SWAN CHRISTIAN COLLEGE,5.608572543,93
263,35 Bonannella Entrance,Sinagra,535000,4,2,2,600,250,2013,24600,Joondalup Station,3800,"09-2017",6065,-31.73597,115.80569,WANNEROO SECONDARY COLLEGE,2.595224781,131
264,6 Carinta Court,Ellenbrook,345000,4,2,2,675,180,,22100,East Guildford Station,12900,"09-2019",6069,-31.78077,115.97628,HOLY CROSS COLLEGE,0.884299735,98
265,315 Chevin Road,Roleystone,1350000,4,3,3,56460,180,1985,26100,Seaforth Station,6500,"03-2019",6111,-32.09468216,116.079202,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,6.816854557,40
266,43 Dickenson Way,Booragoon,700000,4,2,2,700,173,1985,10800,Bull Creek Station,2700,"06-2016",6154,-32.04469,115.82603,APPLECROSS SENIOR HIGH SCHOOL,1.905585646,34
267,1A Thomas Street,Nedlands,1525000,5,1,4,1015,361,1938,5700,Shen,2200,"02-2018",6009,-31.97894824,115.8073733,SHENTON COLLEGE,2.18025863,14
268,11 Carlton Turn,Currambine,692500,4,2,2,652,180,1999,26400,Currambine Station,920,"02-2018",6028,-31.73314,115.75148,LAKE JOONDALUP BAPTIST COLLEGE,1.056790887,80
269,25C Ilumba Way,Nollamara,315000,3,2,2,729,91,2009,8400,Stirling Station,4200,"09-2020",6061,-31.87791,115.84496,DIANELLA SECONDARY COLLEGE,0.939614064,
270,11 Reginald Street,Queens Park,582000,5,2,2,438,175,2013,10600,Canning,1400,"04-2017",6107,-32.00315572,115.9541295,ST NORBERT COLLEGE,1.307211265,42
271,53 Waterton Way,Cooloongup,272500,3,1,1,683,130,1978,39200,Rockingham Station,711,"07-2017",6168,-32.29275,115.7544,KOLBE CATHOLIC COLLEGE,1.421658061,97
272,11 Stephen Street,Guildford,665000,3,1,2,389,114,1900,11700,Guildford Station,159,"11-2018",6055,-31.90027,115.96638,GUILDFORD GRAMMAR SCHOOL,1.620686222,52
273,4 San Jose Court,Safety Bay,340000,3,1,2,682,141,1991,40200,Rockingham Station,1900,"08-2020",6169,-32.30035,115.74457,SAFETY BAY SENIOR HIGH SCHOOL,0.470728635,136
